Date,CPU Utilization,CPU Power
2024-01-13 21:04:10,0.02700,1.04847
2024-01-13 21:04:11,0.02735,1.12817
2024-01-13 21:04:12,0.01541,0.60681
2024-01-13 21:04:13,0.01883,0.94177
2024-01-13 21:04:14,0.03385,1.42149
2024-01-13 21:04:15,0.02258,0.81934
2024-01-13 21:04:16,0.00372,0.17969
2024-01-13 21:04:17,0.00461,0.20782
2024-01-13 21:04:18,0.00097,0.04941
2024-01-13 21:04:19,0.02648,0.92158
2024-01-13 21:04:20,0.02744,0.93022
2024-01-13 21:04:21,0.06250,1.92792
2024-01-13 21:04:22,0.08194,2.51838
2024-01-13 21:04:23,0.11466,2.80231
2024-01-13 21:04:24,0.12657,3.15564
2024-01-13 21:04:25,0.05519,1.91912
2024-01-13 21:04:26,0.00577,0.24881
2024-01-13 21:04:27,0.02062,0.95013
