Date,CPU Utilization,Total Power,CPU Power,GPU Power
2024-01-14 19:23:18,0.34949,50.40250,5.56250,44.84000
2024-01-14 19:23:19,0.20485,50.16484,5.46484,44.70000
2024-01-14 19:23:20,0.17521,49.52110,4.87109,44.65000
2024-01-14 19:23:21,0.18676,43.91938,4.85938,39.06000
2024-01-14 19:23:22,0.19949,43.86219,4.49219,39.37000
2024-01-14 19:23:23,0.20273,43.63031,4.57031,39.06000
2024-01-14 19:23:24,0.27198,41.43187,4.42188,37.01000
2024-01-14 19:23:25,0.21667,41.94422,4.32422,37.62000
2024-01-14 19:23:26,0.21300,34.40078,4.30078,30.10000
2024-01-14 19:23:27,0.17577,33.80500,3.87500,29.93000
2024-01-14 19:23:28,0.22482,34.76891,3.87891,30.89000
2024-01-14 19:23:29,0.18574,34.47797,3.91797,30.56000
2024-01-14 19:23:30,0.18569,33.94781,4.00781,29.94000
2024-01-14 19:23:31,0.17870,34.25719,3.86719,30.39000
2024-01-14 19:23:32,0.21841,49.52578,4.42578,45.10000
2024-01-14 19:23:34,0.18631,50.00984,4.83984,45.17000
2024-01-14 19:23:35,0.20037,49.30578,4.92578,44.38000
2024-01-14 19:23:36,0.21011,48.95672,4.88672,44.07000
2024-01-14 19:23:37,0.21275,49.70344,5.02344,44.68000
2024-01-14 19:23:38,0.21925,49.50453,5.64453,43.86000
2024-01-14 19:23:39,0.17509,50.79140,5.19141,45.60000
2024-01-14 19:23:40,0.18118,50.52485,5.21484,45.31000
2024-01-14 19:23:41,0.17652,48.71500,5.12500,43.59000
2024-01-14 19:23:42,0.19231,50.24156,5.10156,45.14000
2024-01-14 19:23:43,0.15683,49.29984,5.08984,44.21000
2024-01-14 19:23:44,0.17766,49.10859,5.05859,44.05000
2024-01-14 19:23:45,0.17114,50.43281,5.13281,45.30000
2024-01-14 19:23:46,0.18939,49.06172,5.01172,44.05000
2024-01-14 19:23:47,0.16327,49.24906,5.03906,44.21000
2024-01-14 19:23:48,0.20111,48.61844,4.89844,43.72000
2024-01-14 19:23:49,0.24024,48.92594,5.08594,43.84000
2024-01-14 19:23:50,0.20623,49.65062,5.14063,44.51000
2024-01-14 19:23:51,0.17893,49.76984,5.08984,44.68000
2024-01-14 19:23:52,0.19237,49.19891,5.12891,44.07000
2024-01-14 19:23:53,0.18559,50.00391,5.00391,45.00000
2024-01-14 19:23:54,0.17517,49.78922,4.94922,44.84000
2024-01-14 19:23:55,0.19095,50.06125,5.03125,45.03000
2024-01-14 19:23:56,0.18562,51.01719,5.36719,45.65000
2024-01-14 19:23:57,0.17123,50.21078,5.05078,45.16000
2024-01-14 19:23:58,0.16205,50.42313,4.95313,45.47000
2024-01-14 19:23:59,0.18421,48.86641,4.81641,44.05000
2024-01-14 19:24:00,0.18924,50.32219,4.99219,45.33000
2024-01-14 19:24:01,0.20161,48.85594,5.08594,43.77000
2024-01-14 19:24:02,0.17993,48.17390,5.00391,43.17000
2024-01-14 19:24:03,0.23022,49.34609,4.99609,44.35000
2024-01-14 19:24:04,0.20562,49.63094,4.96094,44.67000
2024-01-14 19:24:05,0.20000,49.78156,5.10156,44.68000
2024-01-14 19:24:07,0.21735,49.75906,5.03906,44.72000
2024-01-14 19:24:08,0.21048,49.29406,4.91406,44.38000
2024-01-14 19:24:09,0.16983,49.77750,4.93750,44.84000
2024-01-14 19:24:10,0.16243,49.85219,4.99219,44.86000
2024-01-14 19:24:11,0.19512,48.97391,4.75391,44.22000
2024-01-14 19:24:12,0.19869,49.71125,5.03125,44.68000
2024-01-14 19:24:13,0.22954,50.48938,4.85938,45.63000
2024-01-14 19:24:14,0.22826,49.60031,5.07031,44.53000
2024-01-14 19:24:15,0.18921,48.35281,4.88281,43.47000
2024-01-14 19:24:16,0.16513,49.60547,4.60547,45.00000
2024-01-14 19:24:17,0.19576,49.01609,4.99609,44.02000
2024-01-14 19:24:18,0.23996,44.61125,4.78125,39.83000
2024-01-14 19:24:19,0.27193,42.58531,4.44531,38.14000
2024-01-14 19:24:20,0.17727,42.35062,4.39063,37.96000
2024-01-14 19:24:21,0.18794,42.77125,4.53125,38.24000
2024-01-14 19:24:22,0.21389,42.60172,4.51172,38.09000
2024-01-14 19:24:23,0.27333,41.67562,4.51563,37.16000
2024-01-14 19:24:24,0.17881,42.01062,4.39063,37.62000
2024-01-14 19:24:25,0.20536,41.66781,4.50781,37.16000
2024-01-14 19:24:26,0.20036,34.17203,4.08203,30.09000
2024-01-14 19:24:27,0.18950,34.36859,3.80859,30.56000
2024-01-14 19:24:28,0.18795,33.86312,3.95313,29.91000
2024-01-14 19:24:29,0.18663,34.10156,3.85156,30.25000
2024-01-14 19:24:30,0.21993,34.00797,3.91797,30.09000
2024-01-14 19:24:31,0.17483,34.58328,3.86328,30.72000
2024-01-14 19:24:32,0.19767,33.45937,3.85938,29.60000
2024-01-14 19:24:33,0.23288,33.92375,3.84375,30.08000
2024-01-14 19:24:34,0.18949,34.47172,3.76172,30.71000
2024-01-14 19:24:35,0.25000,33.60828,3.98828,29.62000
2024-01-14 19:24:37,0.22868,34.86219,3.99219,30.87000
2024-01-14 19:24:38,0.22261,32.99219,3.99219,29.00000
2024-01-14 19:24:39,0.19837,33.95703,3.70703,30.25000
2024-01-14 19:24:40,0.18284,32.76734,3.77734,28.99000
2024-01-14 19:24:41,0.22536,49.11797,4.41797,44.70000
2024-01-14 19:24:42,0.21612,49.75406,4.91406,44.84000
2024-01-14 19:24:43,0.24523,48.79797,4.91797,43.88000
2024-01-14 19:24:44,0.22563,48.85922,4.94922,43.91000
2024-01-14 19:24:45,0.23665,49.36203,4.83203,44.53000
2024-01-14 19:24:46,0.18866,50.78219,4.99219,45.79000
2024-01-14 19:24:47,0.20183,49.57500,4.87500,44.70000
2024-01-14 19:24:48,0.18814,48.67641,5.06641,43.61000
2024-01-14 19:24:49,0.16496,48.21609,4.74609,43.47000
2024-01-14 19:24:50,0.21743,49.00297,4.79297,44.21000
2024-01-14 19:24:51,0.20254,48.31031,4.82031,43.49000
2024-01-14 19:24:52,0.22662,49.24703,4.70703,44.54000
2024-01-14 19:24:53,0.19932,47.47281,4.63281,42.84000
2024-01-14 19:24:54,0.21327,49.68375,4.84375,44.84000
2024-01-14 19:24:55,0.19440,49.03797,4.66797,44.37000
2024-01-14 19:24:56,0.25660,49.31359,4.93359,44.38000
2024-01-14 19:24:57,0.19554,49.62563,4.76563,44.86000
2024-01-14 19:24:58,0.23425,49.67156,4.85156,44.82000
2024-01-14 19:24:59,0.23211,50.20110,4.87109,45.33000
2024-01-14 19:25:00,0.25315,48.04860,5.05859,42.99000
2024-01-14 19:25:01,0.21809,49.19344,5.02344,44.17000
2024-01-14 19:25:02,0.17092,50.48610,4.99609,45.49000
2024-01-14 19:25:03,0.23182,48.95172,4.76172,44.19000
2024-01-14 19:25:04,0.23562,49.09656,4.72656,44.37000
2024-01-14 19:25:06,0.27140,49.05641,4.81641,44.24000
2024-01-14 19:25:07,0.24453,47.58047,4.73047,42.85000
2024-01-14 19:25:08,0.19881,49.15078,4.80078,44.35000
2024-01-14 19:25:09,0.24359,48.99141,4.94141,44.05000
2024-01-14 19:25:10,0.20285,49.38562,5.01563,44.37000
2024-01-14 19:25:11,0.25946,49.86937,4.85938,45.01000
2024-01-14 19:25:12,0.24021,48.87031,4.82031,44.05000
2024-01-14 19:25:13,0.23858,50.66125,5.03125,45.63000
2024-01-14 19:25:14,0.22686,49.70328,4.86328,44.84000
2024-01-14 19:25:15,0.22138,49.53875,4.71875,44.82000
2024-01-14 19:25:16,0.31875,49.53266,4.97266,44.56000
2024-01-14 19:25:17,0.36486,50.51547,4.85547,45.66000
2024-01-14 19:25:18,0.26512,48.79328,4.86328,43.93000
2024-01-14 19:25:19,0.29006,49.36203,5.33203,44.03000
