Date,CPU Utilization,Total Power,CPU Power,GPU Power
2024-01-19 18:15:53,0.15681,31.79992,3.41992,28.38000
2024-01-19 18:15:54,0.14273,32.11774,3.42773,28.69000
2024-01-19 18:15:55,0.15755,31.91086,3.38086,28.53000
2024-01-19 18:15:57,0.15145,31.60453,3.39453,28.21000
2024-01-19 18:15:58,0.14613,33.16672,3.38672,29.78000
2024-01-19 18:15:59,0.14762,31.59578,3.42578,28.17000
2024-01-19 18:16:00,0.13310,32.04562,3.51563,28.53000
2024-01-19 18:16:01,0.12304,32.06696,3.37695,28.69000
2024-01-19 18:16:02,0.12762,31.74281,3.38281,28.36000
2024-01-19 18:16:03,0.13636,32.08234,3.40234,28.68000
2024-01-19 18:16:04,0.15196,32.73406,3.41406,29.32000
2024-01-19 18:16:05,0.16147,32.09383,3.42383,28.67000
2024-01-19 18:16:06,0.14770,32.42188,3.42188,29.00000
2024-01-19 18:16:07,0.12900,32.43164,3.43164,29.00000
2024-01-19 18:16:08,0.12326,31.95016,3.41016,28.54000
2024-01-19 18:16:09,0.13462,31.61258,3.39258,28.22000
2024-01-19 18:16:10,0.13208,32.29140,3.44141,28.85000
2024-01-19 18:16:11,0.14609,31.71805,3.49805,28.22000
2024-01-19 18:16:12,0.14596,31.95188,3.42188,28.53000
2024-01-19 18:16:14,0.14513,31.70023,3.49023,28.21000
2024-01-19 18:16:15,0.15048,32.08649,3.39648,28.69000
2024-01-19 18:16:16,0.14941,22.26023,2.74023,19.52000
2024-01-19 18:16:17,0.14562,22.70633,2.73633,19.97000
2024-01-19 18:16:18,0.15427,44.87711,3.28711,41.59000
2024-01-19 18:16:19,0.14002,46.11305,4.37305,41.74000
2024-01-19 18:16:20,0.13820,46.12719,4.36719,41.76000
2024-01-19 18:16:21,0.12489,46.17406,4.41406,41.76000
2024-01-19 18:16:22,0.14936,45.97430,4.40430,41.57000
2024-01-19 18:16:23,0.14109,47.05523,4.36523,42.69000
2024-01-19 18:16:24,0.13683,47.07531,4.44531,42.63000
2024-01-19 18:16:25,0.14434,47.09867,4.38867,42.71000
2024-01-19 18:16:26,0.14515,46.30476,4.38477,41.92000
2024-01-19 18:16:27,0.13036,46.44914,4.36914,42.08000
2024-01-19 18:16:28,0.11956,47.41430,4.40430,43.01000
2024-01-19 18:16:29,0.13548,46.35703,4.45703,41.90000
2024-01-19 18:16:31,0.19296,46.79797,4.41797,42.38000
2024-01-19 18:16:32,0.15196,46.79820,4.40820,42.39000
2024-01-19 18:16:33,0.12371,46.69899,4.45898,42.24000
2024-01-19 18:16:34,0.13248,46.12477,4.38477,41.74000
2024-01-19 18:16:35,0.12758,46.92281,4.38281,42.54000
2024-01-19 18:16:36,0.12216,47.06305,4.37305,42.69000
2024-01-19 18:16:37,0.14344,45.98063,4.39063,41.59000
2024-01-19 18:16:38,0.14494,46.62430,4.40430,42.22000
2024-01-19 18:16:39,0.15711,46.30039,4.40039,41.90000
2024-01-19 18:16:40,0.13327,46.96969,4.42969,42.54000
2024-01-19 18:16:41,0.14625,47.44313,4.45313,42.99000
2024-01-19 18:16:42,0.12845,47.75727,4.44727,43.31000
2024-01-19 18:16:43,0.13362,46.99805,4.49805,42.50000
2024-01-19 18:16:44,0.13108,47.18391,4.50391,42.68000
2024-01-19 18:16:45,0.14641,47.34414,4.49414,42.85000
2024-01-19 18:16:46,0.15426,47.26336,4.44336,42.82000
2024-01-19 18:16:47,0.15859,47.42992,4.41992,43.01000
2024-01-19 18:16:48,0.13175,47.25164,4.43164,42.82000
2024-01-19 18:16:50,0.12858,46.77602,4.41602,42.36000
2024-01-19 18:16:51,0.12856,46.94969,4.42969,42.52000
2024-01-19 18:16:52,0.13405,46.97359,4.43359,42.54000
2024-01-19 18:16:53,0.13060,46.32164,4.43164,41.89000
2024-01-19 18:16:54,0.14171,47.14703,4.45703,42.69000
2024-01-19 18:16:55,0.14870,46.19508,4.45508,41.74000
2024-01-19 18:16:56,0.16041,46.83117,4.45117,42.38000
2024-01-19 18:16:57,0.13836,46.50508,4.45508,42.05000
2024-01-19 18:16:58,0.13640,46.68531,4.44531,42.24000
2024-01-19 18:16:59,0.14027,46.50336,4.44336,42.06000
2024-01-19 18:17:00,0.12830,46.63016,4.41016,42.22000
2024-01-19 18:17:01,0.12942,38.83234,4.15234,34.68000
2024-01-19 18:17:02,0.19978,39.15149,4.02148,35.13000
2024-01-19 18:17:03,0.15185,39.20625,3.90625,35.30000
2024-01-19 18:17:04,0.16145,32.15266,3.47266,28.68000
2024-01-19 18:17:05,0.14629,32.20953,3.51953,28.69000
2024-01-19 18:17:06,0.14187,23.03703,3.20703,19.83000
2024-01-19 18:17:08,0.14709,31.86008,3.33008,28.53000
2024-01-19 18:17:09,0.13774,32.32047,3.48047,28.84000
2024-01-19 18:17:10,0.13254,31.86242,3.48242,28.38000
2024-01-19 18:17:11,0.13558,32.49023,3.49023,29.00000
2024-01-19 18:17:12,0.13715,32.28727,3.44727,28.84000
2024-01-19 18:17:13,0.16563,32.28531,3.44531,28.84000
2024-01-19 18:17:14,0.13309,32.13313,3.45313,28.68000
2024-01-19 18:17:15,0.13960,31.97359,3.43359,28.54000
2024-01-19 18:17:16,0.12457,31.97508,3.45508,28.52000
2024-01-19 18:17:17,0.12818,32.13531,3.44531,28.69000
2024-01-19 18:17:18,0.15186,31.66726,3.44727,28.22000
2024-01-19 18:17:19,0.14228,32.30898,3.45898,28.85000
2024-01-19 18:17:20,0.14229,31.67117,3.45117,28.22000
2024-01-19 18:17:21,0.15229,32.61703,3.45703,29.16000
2024-01-19 18:17:22,0.12612,31.81898,3.45898,28.36000
2024-01-19 18:17:23,0.14005,32.34391,3.50391,28.84000
2024-01-19 18:17:24,0.13163,32.45289,3.46289,28.99000
2024-01-19 18:17:25,0.13190,32.30266,3.47266,28.83000
2024-01-19 18:17:26,0.12652,31.99266,3.47266,28.52000
2024-01-19 18:17:27,0.16034,32.15242,3.48242,28.67000
2024-01-19 18:17:28,0.14028,32.15070,3.47070,28.68000
2024-01-19 18:17:30,0.14545,31.86000,3.50000,28.36000
2024-01-19 18:17:31,0.13346,32.15875,3.46875,28.69000
2024-01-19 18:17:32,0.13740,31.75492,3.54492,28.21000
2024-01-19 18:17:33,0.13169,32.46531,3.44531,29.02000
2024-01-19 18:17:34,0.12923,31.66508,3.45508,28.21000
2024-01-19 18:17:35,0.13953,32.19196,3.50195,28.69000
2024-01-19 18:17:36,0.13532,31.67289,3.46289,28.21000
2024-01-19 18:17:37,0.13906,31.66875,3.46875,28.20000
2024-01-19 18:17:38,0.14257,31.69266,3.47266,28.22000
2024-01-19 18:17:39,0.14984,31.84047,3.48047,28.36000
2024-01-19 18:17:40,0.16205,31.82875,3.46875,28.36000
2024-01-19 18:17:41,0.14366,31.84289,3.46289,28.38000
2024-01-19 18:17:42,0.12575,32.29703,3.45703,28.84000
2024-01-19 18:17:43,0.13274,32.14656,3.47656,28.67000
2024-01-19 18:17:44,0.12275,31.95359,3.43359,28.52000
2024-01-19 18:17:45,0.12588,31.83438,3.48438,28.35000
