Date,CPU Utilization,Total Power,CPU Power,GPU Power
2024-01-14 15:05:44,0.17709,32.28066,3.68066,28.60000
2024-01-14 15:05:45,0.19909,31.94832,4.02832,27.92000
2024-01-14 15:05:46,0.17988,32.48902,3.99902,28.49000
2024-01-14 15:05:47,0.14407,32.17918,3.65918,28.52000
2024-01-14 15:05:48,0.13966,31.67777,3.46777,28.21000
2024-01-14 15:05:49,0.13645,31.65996,3.45996,28.20000
2024-01-14 15:05:50,0.15120,32.06578,3.42578,28.64000
2024-01-14 15:05:51,0.16094,31.66410,3.45410,28.21000
2024-01-14 15:05:52,0.12536,31.93262,3.43262,28.50000
2024-01-14 15:05:54,0.13960,32.11816,3.61816,28.50000
2024-01-14 15:05:55,0.12716,31.79262,3.43262,28.36000
2024-01-14 15:05:56,0.13476,32.57406,3.41406,29.16000
2024-01-14 15:05:57,0.13487,31.61578,3.42578,28.19000
2024-01-14 15:05:58,0.13944,31.96973,3.46973,28.50000
2024-01-14 15:05:59,0.14340,31.77066,3.43066,28.34000
2024-01-14 15:06:00,0.13365,31.48457,3.43457,28.05000
2024-01-14 15:06:01,0.12532,31.48457,3.43457,28.05000
2024-01-14 15:06:02,0.11073,31.72809,3.53809,28.19000
2024-01-14 15:06:03,0.12743,31.94848,3.43848,28.51000
2024-01-14 15:06:04,0.14203,31.67340,3.48340,28.19000
2024-01-14 15:06:05,0.15369,31.33043,3.44043,27.89000
2024-01-14 15:06:06,0.15858,31.99070,3.47070,28.52000
2024-01-14 15:06:07,0.14818,31.64141,3.44141,28.20000
2024-01-14 15:06:08,0.13143,31.93848,3.43848,28.50000
2024-01-14 15:06:09,0.16522,31.95953,3.76953,28.19000
2024-01-14 15:06:10,0.13796,31.39977,3.50977,27.89000
2024-01-14 15:06:11,0.16000,32.34711,3.53711,28.81000
2024-01-14 15:06:12,0.14049,31.80465,3.51465,28.29000
2024-01-14 15:06:13,0.15575,31.59297,3.54297,28.05000
2024-01-14 15:06:14,0.16996,31.44469,3.55469,27.89000
2024-01-14 15:06:15,0.15578,31.56855,3.51855,28.05000
2024-01-14 15:06:16,0.18293,31.48914,3.61914,27.87000
2024-01-14 15:06:17,0.15307,31.85391,3.50391,28.35000
2024-01-14 15:06:18,0.15561,31.72910,3.57910,28.15000
2024-01-14 15:06:19,0.14568,31.80898,3.45898,28.35000
2024-01-14 15:06:21,0.14106,31.87465,3.51465,28.36000
2024-01-14 15:06:22,0.13514,32.06445,3.56445,28.50000
2024-01-14 15:06:23,0.13702,31.23758,3.51758,27.72000
2024-01-14 15:06:24,0.13761,31.70781,3.50781,28.20000
2024-01-14 15:06:25,0.13881,31.36656,3.47656,27.89000
2024-01-14 15:06:26,0.14273,32.19051,3.52051,28.67000
2024-01-14 15:06:27,0.13787,31.98949,3.47949,28.51000
2024-01-14 15:06:28,0.18289,31.38219,3.49219,27.89000
2024-01-14 15:06:29,0.15232,31.82070,3.47070,28.35000
2024-01-14 15:06:30,0.14088,31.81973,3.46973,28.35000
2024-01-14 15:06:31,0.13315,31.70391,3.50391,28.20000
2024-01-14 15:06:32,0.15407,20.56824,2.94824,17.62000
2024-01-14 15:06:33,0.15665,19.45125,2.78125,16.67000
2024-01-14 15:06:34,0.15105,18.54074,2.76074,15.78000
