Date,CPU Utilization,CPU Power
2024-01-13 23:57:23,0.02931,1.10034
2024-01-13 23:57:24,0.03114,1.04093
2024-01-13 23:57:25,0.02881,1.06250
2024-01-13 23:57:26,0.03283,1.19768
2024-01-13 23:57:27,0.05424,2.12778
2024-01-13 23:57:28,0.03590,1.05712
2024-01-13 23:57:29,0.02901,1.05464
2024-01-13 23:57:30,0.02870,0.83789
2024-01-13 23:57:32,0.01512,0.61151
2024-01-13 23:57:33,0.01356,0.60919
2024-01-13 23:57:34,0.01950,0.56745
2024-01-13 23:57:35,0.02504,0.70050
2024-01-13 23:57:36,0.00871,0.45077
2024-01-13 23:57:37,0.00177,0.10991
2024-01-13 23:57:38,0.01042,0.60520
2024-01-13 23:57:39,0.00086,0.03651
2024-01-13 23:57:40,0.00175,0.06597
2024-01-13 23:57:41,0.00086,0.03835
2024-01-13 23:57:42,0.00000,0.00000
2024-01-13 23:57:43,0.00342,0.12952
2024-01-13 23:57:44,0.00087,0.03543
2024-01-13 23:57:45,0.00000,0.00000
2024-01-13 23:57:46,0.00087,0.03735
2024-01-13 23:57:47,0.00086,0.04024
2024-01-13 23:57:48,0.00773,0.30937
2024-01-13 23:57:49,0.00087,0.03053
2024-01-13 23:57:50,0.00089,0.04393
2024-01-13 23:57:51,0.00201,0.10517
2024-01-13 23:57:52,0.00091,0.04477
2024-01-13 23:57:53,0.03874,1.19346
2024-01-13 23:57:54,0.06420,2.46198
2024-01-13 23:57:55,0.00651,0.31508
2024-01-13 23:57:56,0.00271,0.13197
2024-01-13 23:57:57,0.02166,0.91577
2024-01-13 23:57:58,0.00086,0.04990
2024-01-13 23:58:00,0.00173,0.11374
2024-01-13 23:58:01,0.00087,0.05090
2024-01-13 23:58:02,0.00086,0.05399
2024-01-13 23:58:03,0.00262,0.16593
2024-01-13 23:58:04,0.00085,0.05469
2024-01-13 23:58:05,0.00350,0.19192
