Date,CPU Utilization,CPU Power
2024-01-14 13:13:38,0.02473,0.98478
2024-01-14 13:13:39,0.02006,0.78724
2024-01-14 13:13:40,0.02780,0.86243
2024-01-14 13:13:41,0.02451,0.92665
2024-01-14 13:13:42,0.00103,0.03721
2024-01-14 13:13:43,0.07269,2.21294
2024-01-14 13:13:44,0.00562,0.18548
2024-01-14 13:13:45,0.00379,0.10517
2024-01-14 13:13:46,0.00000,0.00000
2024-01-14 13:13:48,0.02857,0.64251
2024-01-14 13:13:49,0.03099,0.98271
2024-01-14 13:13:50,0.05083,1.29168
2024-01-14 13:13:51,0.08619,2.25108
2024-01-14 13:13:52,0.03970,1.77256
2024-01-14 13:13:53,0.03500,1.03855
2024-01-14 13:13:54,0.01418,0.58899
2024-01-14 13:13:55,0.00000,0.00000
2024-01-14 13:13:56,0.00100,0.04653
2024-01-14 13:13:57,0.03429,1.61390
2024-01-14 13:13:58,0.10391,3.60324
2024-01-14 13:13:59,0.06691,1.55832
2024-01-14 13:14:00,0.08720,1.98134
2024-01-14 13:14:01,0.07596,1.93618
2024-01-14 13:14:02,0.10281,1.98148
2024-01-14 13:14:03,0.06433,1.64561
2024-01-14 13:14:04,0.07407,1.57461
2024-01-14 13:14:05,0.07591,1.52772
2024-01-14 13:14:06,0.07308,1.60313
2024-01-14 13:14:07,0.07171,1.64932
2024-01-14 13:14:08,0.08056,1.77717
2024-01-14 13:14:09,0.08526,1.81649
2024-01-14 13:14:10,0.07249,1.60241
2024-01-14 13:14:11,0.06970,1.58020
2024-01-14 13:14:12,0.06165,1.43953
2024-01-14 13:14:13,0.06691,1.50586
2024-01-14 13:14:14,0.08095,1.64541
2024-01-14 13:14:15,0.12677,1.96926
2024-01-14 13:14:16,0.11847,1.60208
2024-01-14 13:14:17,0.08380,1.48801
2024-01-14 13:14:19,0.06835,1.60370
2024-01-14 13:14:20,0.07150,1.57845
2024-01-14 13:14:21,0.07700,1.58438
2024-01-14 13:14:22,0.07503,1.68048
2024-01-14 13:14:23,0.09972,1.93961
2024-01-14 13:14:24,0.12264,1.54630
2024-01-14 13:14:25,0.10285,1.50807
2024-01-14 13:14:26,0.07143,1.50509
2024-01-14 13:14:27,0.07574,1.74561
2024-01-14 13:14:28,0.06739,1.58391
2024-01-14 13:14:29,0.07072,1.55025
2024-01-14 13:14:30,0.07130,1.64541
2024-01-14 13:14:31,0.10403,2.04597
2024-01-14 13:14:32,0.06520,1.62189
2024-01-14 13:14:33,0.06239,1.52536
2024-01-14 13:14:34,0.08206,1.41021
2024-01-14 13:14:35,0.07253,1.44334
2024-01-14 13:14:36,0.06458,1.50770
2024-01-14 13:14:37,0.06718,1.50197
2024-01-14 13:14:38,0.09886,1.65162
2024-01-14 13:14:39,0.07374,1.34645
2024-01-14 13:14:40,0.07915,1.21861
2024-01-14 13:14:41,0.07164,1.33121
2024-01-14 13:14:42,0.06606,1.25306
2024-01-14 13:14:43,0.06182,1.25987
2024-01-14 13:14:44,0.06703,1.29321
2024-01-14 13:14:45,0.09836,1.55447
2024-01-14 13:14:46,0.07178,1.26957
2024-01-14 13:14:47,0.07287,1.25528
2024-01-14 13:14:48,0.06947,1.29581
2024-01-14 13:14:50,0.07849,1.23692
2024-01-14 13:14:51,0.06781,1.19379
