Date,CPU Utilization,Total Power,CPU Power,GPU Power
2024-01-14 21:00:15,0.22328,50.64250,5.81250,44.83000
2024-01-14 21:00:16,0.28036,50.41563,5.76563,44.65000
2024-01-14 21:00:17,0.33668,49.41594,5.33594,44.08000
2024-01-14 21:00:18,0.39764,50.68125,5.03125,45.65000
2024-01-14 21:00:19,0.45438,48.70375,5.09375,43.61000
2024-01-14 21:00:20,0.39221,50.47844,5.14844,45.33000
2024-01-14 21:00:21,0.37724,50.28719,5.11719,45.17000
2024-01-14 21:00:23,0.39753,50.36906,5.03906,45.33000
2024-01-14 21:00:24,0.35214,46.02937,5.10938,40.92000
2024-01-14 21:00:25,0.28293,46.03750,4.93750,41.10000
2024-01-14 21:00:26,0.44345,45.71344,4.77344,40.94000
2024-01-14 21:00:27,0.44737,42.51313,4.70313,37.81000
2024-01-14 21:00:28,0.34805,43.09750,4.68750,38.41000
2024-01-14 21:00:29,0.28840,42.75312,4.70313,38.05000
2024-01-14 21:00:30,0.21186,42.23938,4.60938,37.63000
2024-01-14 21:00:31,0.17876,40.26437,4.48438,35.78000
2024-01-14 21:00:32,0.16610,34.51906,4.28906,30.23000
2024-01-14 21:00:33,0.17119,34.62812,4.07813,30.55000
2024-01-14 21:00:34,0.20291,34.18375,4.09375,30.09000
2024-01-14 21:00:35,0.20861,34.80719,4.11719,30.69000
2024-01-14 21:00:36,0.23674,34.77875,4.21875,30.56000
2024-01-14 21:00:37,0.21732,34.55563,4.01563,30.54000
2024-01-14 21:00:38,0.17723,34.08031,4.32031,29.76000
2024-01-14 21:00:39,0.19966,33.66969,4.42969,29.24000
2024-01-14 21:00:40,0.20396,34.75125,4.53125,30.22000
2024-01-14 21:00:41,0.19795,33.79562,4.01563,29.78000
2024-01-14 21:00:42,0.34662,34.67719,4.11719,30.56000
2024-01-14 21:00:43,0.26329,34.45375,4.09375,30.36000
2024-01-14 21:00:44,0.20833,33.56656,3.97656,29.59000
2024-01-14 21:00:45,0.21788,33.94531,4.19531,29.75000
2024-01-14 21:00:46,0.20756,33.87782,4.00781,29.87000
2024-01-14 21:00:47,0.20861,34.72000,4.50000,30.22000
2024-01-14 21:00:48,0.23741,34.09781,4.00781,30.09000
2024-01-14 21:00:49,0.25227,35.31532,4.44531,30.87000
2024-01-14 21:00:51,0.25725,35.08688,4.04688,31.04000
2024-01-14 21:00:52,0.35639,33.99469,4.05469,29.94000
2024-01-14 21:00:53,0.26730,34.19875,3.96875,30.23000
2024-01-14 21:00:54,0.19270,34.96156,4.60156,30.36000
2024-01-14 21:00:55,0.24443,34.87437,4.23438,30.64000
2024-01-14 21:00:56,0.18921,34.99281,4.63281,30.36000
2024-01-14 21:00:57,0.22884,33.78594,4.33594,29.45000
2024-01-14 21:00:58,0.33128,34.58344,4.02344,30.56000
2024-01-14 21:00:59,0.30172,35.14938,4.60938,30.54000
2024-01-14 21:01:00,0.22980,35.08844,4.39844,30.69000
2024-01-14 21:01:01,0.20708,33.63375,4.34375,29.29000
2024-01-14 21:01:02,0.21622,34.67719,4.11719,30.56000
2024-01-14 21:01:03,0.23243,34.98187,4.42188,30.56000
2024-01-14 21:01:04,0.19983,35.17625,4.65625,30.52000
2024-01-14 21:01:05,0.20289,35.09125,4.53125,30.56000
2024-01-14 21:01:06,0.19588,34.02906,4.53906,29.49000
2024-01-14 21:01:07,0.22049,33.25562,4.26563,28.99000
2024-01-14 21:01:08,0.25530,34.58875,4.21875,30.37000
2024-01-14 21:01:09,0.22117,35.41969,4.42969,30.99000
2024-01-14 21:01:10,0.19171,34.76156,4.35156,30.41000
2024-01-14 21:01:11,0.23909,34.38250,4.31250,30.07000
2024-01-14 21:01:12,0.24306,34.93281,4.38281,30.55000
2024-01-14 21:01:13,0.26348,34.38688,4.29688,30.09000
2024-01-14 21:01:14,0.24737,34.26781,4.50781,29.76000
2024-01-14 21:01:15,0.23489,34.60062,4.39063,30.21000
2024-01-14 21:01:16,0.21217,34.43781,4.25781,30.18000
2024-01-14 21:01:17,0.26000,34.59063,4.39063,30.20000
2024-01-14 21:01:18,0.18881,33.58781,4.25781,29.33000
2024-01-14 21:01:19,0.22085,34.84093,4.46094,30.38000
2024-01-14 21:01:21,0.22097,34.85938,4.60938,30.25000
2024-01-14 21:01:22,0.23183,35.05938,4.35938,30.70000
2024-01-14 21:01:23,0.21955,34.73000,4.50000,30.23000
2024-01-14 21:01:24,0.23362,34.50687,4.29688,30.21000
2024-01-14 21:01:25,0.23647,35.14594,4.33594,30.81000
2024-01-14 21:01:26,0.22840,34.87125,4.53125,30.34000
2024-01-14 21:01:27,0.23514,35.29313,4.70313,30.59000
2024-01-14 21:01:28,0.23427,34.88000,4.50000,30.38000
2024-01-14 21:01:29,0.29895,34.23281,4.13281,30.10000
2024-01-14 21:01:30,0.23670,33.92438,3.98438,29.94000
2024-01-14 21:01:31,0.22041,34.92125,4.53125,30.39000
2024-01-14 21:01:32,0.21564,34.61156,4.35156,30.26000
2024-01-14 21:01:33,0.25731,34.15219,4.24219,29.91000
2024-01-14 21:01:34,0.40773,34.08437,3.98438,30.10000
2024-01-14 21:01:35,0.41308,33.25188,3.92188,29.33000
2024-01-14 21:01:36,0.27083,34.04531,3.94531,30.10000
2024-01-14 21:01:37,0.31679,33.63125,4.03125,29.60000
2024-01-14 21:01:38,0.38146,34.29688,4.04688,30.25000
2024-01-14 21:01:39,0.39818,34.62469,4.05469,30.57000
2024-01-14 21:01:40,0.36155,33.99469,4.05469,29.94000
2024-01-14 21:01:41,0.34870,34.13125,4.03125,30.10000
2024-01-14 21:01:42,0.33422,34.06656,3.97656,30.09000
2024-01-14 21:01:43,0.37629,34.62688,4.04688,30.58000
2024-01-14 21:01:44,0.44365,34.21531,3.94531,30.27000
2024-01-14 21:01:45,0.36355,34.29906,4.03906,30.26000
2024-01-14 21:01:46,0.41906,34.18406,3.91406,30.27000
2024-01-14 21:01:47,0.43658,34.73219,3.99219,30.74000
2024-01-14 21:01:49,0.37764,33.96344,4.02344,29.94000
2024-01-14 21:01:50,0.38066,34.39437,3.98438,30.41000
2024-01-14 21:01:51,0.39946,33.85625,3.90625,29.95000
2024-01-14 21:01:52,0.41150,33.83031,4.07031,29.76000
2024-01-14 21:01:53,0.38601,34.40781,4.00781,30.40000
2024-01-14 21:01:54,0.34801,33.83031,4.07031,29.76000
2024-01-14 21:01:55,0.42683,34.54094,3.96094,30.58000
2024-01-14 21:01:56,0.34408,34.42344,4.02344,30.40000
2024-01-14 21:01:57,0.43058,34.54656,3.97656,30.57000
2024-01-14 21:01:58,0.43100,34.21313,3.95313,30.26000
2024-01-14 21:01:59,0.41289,34.87218,3.99219,30.88000
2024-01-14 21:02:00,0.43652,33.90094,3.96094,29.94000
2024-01-14 21:02:01,0.21983,34.85656,4.47656,30.38000
2024-01-14 21:02:02,0.23162,34.64750,4.43750,30.21000
2024-01-14 21:02:03,0.20310,33.67875,4.21875,29.46000
2024-01-14 21:02:04,0.21687,35.31156,4.60156,30.71000
2024-01-14 21:02:05,0.23785,35.27312,4.45313,30.82000
2024-01-14 21:02:06,0.23333,34.79250,4.56250,30.23000
2024-01-14 21:02:07,0.22483,34.96500,4.62500,30.34000
2024-01-14 21:02:08,0.23430,34.23000,4.50000,29.73000
2024-01-14 21:02:09,0.22957,34.08187,4.17188,29.91000
2024-01-14 21:02:10,0.33897,34.61312,4.20313,30.41000
2024-01-14 21:02:11,0.34567,34.37094,3.96094,30.41000
2024-01-14 21:02:12,0.26025,33.51250,4.06250,29.45000
2024-01-14 21:02:13,0.24818,34.61406,4.41406,30.20000
2024-01-14 21:02:14,0.19048,34.86813,4.82813,30.04000
2024-01-14 21:02:15,0.23316,34.57344,4.52344,30.05000
2024-01-14 21:02:16,0.26298,33.62156,4.35156,29.27000
